class_cat,seq_name,class_id,qp,msr,mAP,IDF1,IDP,IDR,Rcll,Prcn,GT,MT,PT,ML,FP,FN,IDs,FM,MOTA,MOTP,IDt,IDa,IDm,num_matches,num_detections,num_objects,num_predictions,idtp,idfp,idfn
ClassC,BasketballDrill,0,46,32,51.00317090718599,13.9,27.5,9.3,32.6,96.6,6,0,3,3,29,1703,47,69,29.6,0.247,0,47,0,777,824,2527,853,235.0,621.0,2292.0
ClassC,BasketballDrill,32,46,32,1.103635843114801,0.0,nan,0.0,0.0,nan,2,0,0,2,0,998,0,0,0.0,nan,0,0,0,0,0,998,0,0.0,0.0,998.0
ClassC,BasketballDrill,56,46,32,0.0,0.4,100.0,0.2,0.0,nan,3,0,0,3,0,1500,0,0,0.0,nan,0,0,0,0,0,1500,0,3.0,0.0,1497.0
ClassC,BasketballDrill,all,46,32,17.368935583433597,8.1,27.7,4.7,16.4,96.6,11,0,3,8,29,4201,47,69,14.9,0.247,0,47,0,777,824,5025,853,238.0,621.0,4787.0
ClassC,BasketballDrill,0,46,64,51.91608100609526,13.8,26.0,9.4,33.6,93.6,6,0,5,1,58,1677,53,81,29.2,0.256,0,53,0,797,850,2527,908,237.0,674.0,2290.0
ClassC,BasketballDrill,32,46,64,0.602872411489646,0.0,nan,0.0,0.0,nan,2,0,0,2,0,998,0,0,0.0,nan,0,0,0,0,0,998,0,0.0,0.0,998.0
ClassC,BasketballDrill,56,46,64,0.0,0.4,100.0,0.2,0.0,nan,3,0,0,3,0,1500,0,0,0.0,nan,0,0,0,0,0,1500,0,3.0,0.0,1497.0
ClassC,BasketballDrill,all,46,64,17.506317805861634,8.1,26.3,4.8,16.9,93.6,11,0,5,6,58,4175,53,81,14.7,0.256,0,53,0,797,850,5025,908,240.0,674.0,4785.0
ClassC,RaceHorsesC,0,18,8,84.70531720340257,69.1,79.6,60.9,75.4,98.6,7,3,2,2,8,187,7,12,73.4,0.141,0,7,0,566,573,760,581,463.0,119.0,297.0
ClassC,RaceHorsesC,17,18,8,72.55704985013688,55.4,69.0,46.0,61.8,93.9,6,1,5,0,35,331,14,28,56.1,0.153,2,11,0,521,535,866,570,398.0,179.0,468.0
